Username,Login_Date,Login_Time,Login_Hour,Day_Of_Week,Login_Status,Failed_Attempts,Login_Frequency,IP_Address,Device_Type,Browser,Label
66,2026-04-27,09:50:44,9,1,1,0,1,137.65.51.165,2,2,0
77,2026-01-03,00:20:34,0,2,0,10,11,74.5.21.103,0,0,1
59,2026-02-20,02:04:15,2,0,1,10,16,106.198.208.154,1,0,1
91,2025-11-16,16:49:14,16,3,1,0,5,208.23.68.124,1,0,0
21,2026-02-06,15:04:58,15,0,1,2,5,246.251.234.106,1,2,0
29,2025-10-18,18:41:04,18,2,1,0,4,220.231.109.129,2,0,0
57,2026-07-20,15:04:27,15,1,1,2,5,60.252.176.138,0,1,0
75,2026-05-30,14:38:26,14,2,1,1,2,12.124.80.191,1,1,0
68,2026-01-14,11:47:42,11,6,1,1,3,176.173.232.37,0,0,0
13,2026-04-01,14:09:37,14,6,1,1,2,117.18.104.154,0,2,0
74,2026-01-22,14:05:27,14,4,1,2,1,75.216.84.209,1,1,0
37,2026-05-12,02:41:00,2,5,1,5,10,10.176.134.150,1,0,1
8,2026-06-27,11:10:49,11,2,1,2,1,159.29.242.68,1,2,0
77,2026-07-25,17:56:33,17,2,1,1,2,27.154.226.245,1,0,0
47,2026-07-04,08:13:22,8,2,1,1,4,214.14.255.196,2,0,0
3,2025-07-26,20:04:05,20,2,1,2,3,85.139.212.72,1,1,0
88,2026-04-22,01:16:40,1,6,0,4,14,200.100.32.38,1,2,1
27,2026-07-06,09:26:50,9,1,1,0,1,52.20.221.117,0,2,0
31,2025-10-12,22:50:04,22,3,0,8,8,108.213.179.1,2,0,1
54,2026-02-14,17:38:51,17,2,1,1,4,146.110.198.236,0,1,0
80,2025-09-14,10:49:24,10,3,0,1,3,238.243.226.121,2,0,0
38,2026-03-05,10:46:31,10,4,1,1,2,74.43.58.173,0,2,0
60,2026-06-30,23:25:53,23,5,0,6,16,209.105.100.190,0,0,1
38,2026-07-05,00:49:41,0,3,0,5,11,173.164.209.70,0,2,1
41,2025-12-29,08:06:03,8,1,1,0,5,137.215.146.146,1,0,0
86,2025-08-09,08:24:54,8,2,1,0,3,249.63.62.219,0,2,0
62,2025-10-21,12:02:53,12,5,1,1,4,106.104.208.23,1,1,0
94,2025-10-11,17:51:12,17,2,1,2,2,199.128.170.194,1,2,0
2,2025-12-16,13:34:48,13,5,1,0,1,51.176.14.27,0,2,0
50,2026-01-25,14:42:11,14,3,1,2,2,202.74.165.249,1,1,0
24,2025-09-02,19:17:33,19,5,1,0,2,227.101.69.215,0,0,0
94,2025-08-21,14:01:33,14,4,0,0,4,238.46.3.90,0,2,0
46,2026-04-17,13:50:15,13,0,1,1,3,39.56.35.19,1,2,0
11,2026-05-04,15:49:33,15,1,1,1,3,134.145.155.78,0,0,0
87,2026-05-24,13:47:17,13,3,1,2,2,153.70.234.31,0,2,0
38,2026-06-10,00:43:37,0,6,1,10,8,122.88.41.216,0,1,1
38,2026-06-26,12:47:41,12,0,1,2,3,98.107.89.164,2,2,0
18,2025-11-09,10:18:31,10,3,1,1,2,112.63.190.167,1,2,0
55,2025-12-26,10:45:45,10,0,1,1,2,121.71.146.162,1,2,0
57,2026-01-02,12:49:26,12,0,1,0,3,42.251.18.64,1,0,0
94,2025-12-03,11:26:14,11,6,1,0,2,110.121.224.216,2,2,0
46,2026-04-18,20:35:33,20,2,1,2,4,114.204.65.124,0,1,0
64,2026-02-12,22:27:55,22,4,1,8,7,234.181.170.132,0,2,1
85,2026-06-08,09:07:13,9,1,1,2,4,208.252.55.86,2,2,0
60,2025-11-24,17:34:10,17,1,1,0,3,103.6.254.187,2,1,0
45,2026-06-26,08:54:58,8,0,1,1,1,187.70.248.187,2,1,0
70,2026-05-26,10:19:30,10,5,1,1,5,201.59.226.110,0,0,0
54,2026-06-03,17:21:33,17,6,1,1,2,163.234.60.181,2,2,0
82,2025-08-25,09:33:32,9,1,1,0,3,158.137.64.236,0,2,0
67,2026-03-01,12:34:03,12,3,1,1,5,35.115.229.38,0,2,0
58,2026-07-11,08:42:00,8,2,1,2,1,241.33.48.80,0,1,0
80,2026-06-22,00:50:10,0,1,0,4,9,143.115.168.130,0,0,1
47,2025-11-08,11:39:34,11,2,1,1,2,155.135.55.179,0,0,0
8,2025-07-31,16:46:03,16,4,1,2,2,216.65.208.206,1,1,0
85,2026-06-12,14:37:09,14,0,1,0,3,175.232.100.223,1,1,0
70,2026-07-14,10:42:27,10,5,0,0,1,147.3.186.1,0,1,0
43,2026-07-04,20:04:30,20,2,1,0,3,21.50.182.203,0,1,0
53,2025-09-06,02:08:26,2,2,1,3,16,155.37.22.96,2,1,1
11,2025-12-16,09:11:04,9,5,1,2,4,61.46.107.198,2,0,0
68,2026-05-09,19:55:20,19,2,1,2,4,136.147.209.89,1,2,0
84,2026-03-27,18:46:19,18,0,1,1,3,64.80.171.135,1,2,0
4,2025-09-06,09:46:16,9,2,1,1,4,104.6.219.219,0,1,0
78,2026-04-18,13:01:46,13,2,0,1,2,190.74.82.87,0,1,0
29,2026-05-14,18:26:12,18,4,1,0,1,133.171.245.199,0,0,0
90,2026-01-05,02:19:26,2,1,1,5,15,95.171.218.112,2,0,1
89,2025-12-17,18:38:20,18,6,1,1,4,183.164.245.49,2,2,0
52,2026-06-14,10:04:46,10,3,1,1,3,192.245.19.115,0,1,0
21,2026-04-13,20:01:01,20,1,1,2,5,228.106.54.12,0,2,0
44,2025-12-30,15:03:21,15,5,1,0,2,96.172.101.55,0,2,0
16,2026-07-03,09:08:41,9,0,1,0,2,216.142.143.223,0,2,0
32,2026-02-04,00:12:32,0,6,0,6,12,124.230.85.94,1,2,1
0,2026-05-09,16:14:28,16,2,1,2,3,9.47.13.72,2,2,0
99,2026-07-21,08:29:01,8,5,1,0,4,10.252.242.88,0,2,0
11,2025-12-04,12:11:10,12,4,1,1,4,43.204.211.63,2,0,0
78,2026-04-24,12:50:17,12,0,1,2,4,190.212.112.136,1,0,0
89,2025-11-18,19:25:13,19,5,1,0,2,254.171.78.2,0,2,0
17,2026-01-23,20:06:28,20,0,1,2,1,232.227.209.250,1,1,0
91,2026-01-25,11:06:11,11,3,1,0,2,174.88.159.172,2,1,0
18,2026-01-11,10:01:49,10,3,1,1,4,189.112.205.242,2,0,0
70,2026-05-04,04:31:39,4,1,0,4,8,23.26.199.226,1,1,1
74,2025-09-25,01:22:51,1,4,1,7,18,27.87.63.213,2,2,1
69,2026-07-02,15:25:32,15,4,1,0,3,243.131.56.233,2,2,0
96,2026-05-06,14:00:28,14,6,1,1,1,117.168.125.89,0,1,0
49,2026-04-16,08:37:36,8,4,1,0,3,62.125.141.138,2,2,0
36,2026-04-23,13:07:46,13,4,1,1,2,214.230.179.251,0,2,0
19,2025-10-15,19:51:52,19,6,1,1,3,162.76.16.196,0,1,0
87,2026-03-14,12:16:30,12,2,1,0,5,35.9.71.107,2,1,0
74,2026-02-18,11:27:16,11,6,1,1,4,26.30.41.41,1,0,0
18,2026-04-08,13:41:54,13,6,1,1,5,116.74.97.135,2,1,0
42,2025-10-05,08:28:36,8,3,1,0,1,190.218.14.254,1,2,0
72,2026-05-30,20:22:14,20,2,1,2,3,96.178.201.37,0,1,0
88,2025-08-17,15:44:41,15,3,1,2,5,17.99.191.182,2,2,0
1,2026-03-22,11:15:52,11,3,1,0,3,252.136.79.230,1,2,0
14,2025-12-13,18:02:14,18,2,1,2,3,217.84.45.216,0,2,0
48,2025-10-11,20:49:16,20,2,1,2,3,231.122.181.10,0,0,0
27,2025-11-26,18:56:57,18,6,1,0,1,163.178.178.91,1,2,0
76,2026-06-10,12:49:35,12,6,1,1,2,19.96.167.92,1,0,0
21,2025-12-28,08:29:53,8,3,1,1,3,119.132.116.117,1,2,0
53,2026-06-05,10:09:16,10,0,1,0,5,26.11.141.217,1,2,0
71,2026-05-22,04:51:16,4,0,0,3,6,178.229.105.191,2,2,1
52,2026-07-03,15:48:03,15,0,1,2,5,174.25.58.81,1,2,0
57,2026-04-16,08:04:11,8,4,1,1,3,66.96.209.29,0,0,0
84,2026-01-19,22:35:35,22,1,1,3,12,140.170.129.235,1,2,1
58,2026-07-14,13:16:45,13,5,1,1,4,219.97.241.101,0,1,0
71,2026-03-30,17:44:23,17,1,1,0,1,126.78.192.187,2,0,0
2,2026-02-08,11:45:10,11,3,1,1,1,77.195.216.64,2,1,0
7,2025-11-18,08:37:03,8,5,1,0,2,238.108.95.78,1,0,0
72,2026-06-05,16:05:09,16,0,0,1,2,88.176.79.211,1,0,0
20,2025-11-02,12:04:03,12,3,0,2,1,233.78.44.104,2,0,0
62,2025-09-13,18:43:19,18,2,1,0,3,231.209.17.54,1,0,0
19,2026-03-29,15:57:13,15,3,1,2,4,45.21.83.229,2,2,0
22,2026-06-18,08:35:06,8,4,1,2,4,93.224.86.246,1,1,0
90,2025-09-04,12:35:30,12,4,1,2,1,115.77.107.184,1,2,0
35,2025-11-19,09:42:53,9,6,1,2,3,194.20.71.204,0,1,0
83,2025-08-07,17:07:50,17,4,1,2,5,20.74.3.204,0,2,0
46,2026-06-29,13:21:20,13,1,1,2,1,31.221.96.122,2,1,0
15,2026-02-12,19:00:41,19,4,1,2,4,202.223.132.20,0,2,0
6,2026-01-04,09:24:19,9,3,1,1,1,72.29.225.77,2,2,0
30,2026-07-14,13:54:43,13,5,1,1,1,54.150.138.183,0,2,0
40,2025-11-12,15:26:49,15,6,1,2,1,125.2.67.102,2,2,0
69,2026-06-14,16:50:40,16,3,1,0,1,74.242.185.229,2,2,0
22,2025-10-31,16:56:40,16,0,1,2,2,68.245.227.57,0,2,0
41,2025-08-20,14:35:19,14,6,1,0,2,52.25.216.67,1,0,0
86,2026-06-06,16:46:11,16,2,1,0,4,67.246.86.70,2,1,0
37,2025-12-04,09:26:42,9,4,1,2,4,87.52.34.30,2,0,0
42,2026-04-02,00:38:23,0,4,0,8,17,80.213.9.134,1,1,1
54,2026-05-15,08:01:11,8,0,1,1,4,56.36.221.247,2,0,0
12,2025-11-30,11:54:47,11,3,1,1,2,230.160.166.196,2,0,0
79,2025-09-22,08:22:46,8,1,1,2,5,132.153.230.99,1,0,0
59,2025-12-06,11:43:26,11,2,1,0,2,215.166.40.202,1,2,0
29,2025-12-12,17:16:08,17,0,1,1,4,90.35.222.190,2,1,0
89,2026-07-11,17:21:00,17,2,1,2,2,144.242.190.189,0,1,0
10,2026-01-28,20:26:31,20,6,1,1,5,66.59.197.31,0,1,0
24,2025-12-02,17:46:20,17,5,1,1,1,11.111.254.242,0,0,0
30,2026-02-07,11:34:20,11,2,1,1,1,46.17.105.16,2,2,0
68,2026-07-02,19:26:45,19,4,1,0,3,81.182.93.184,1,0,0
90,2026-07-22,10:30:04,10,6,1,0,5,54.115.175.128,2,2,0
4,2025-08-20,03:32:52,3,6,0,4,13,232.104.208.73,0,1,1
44,2025-12-12,08:59:31,8,0,1,2,5,39.15.218.252,2,0,0
87,2026-05-22,11:25:17,11,0,1,1,4,134.208.174.17,2,0,0
76,2025-07-31,18:21:16,18,4,1,2,1,246.213.3.175,2,2,0
44,2026-04-25,14:41:13,14,2,1,0,3,229.206.76.35,2,0,0
79,2026-03-12,08:11:42,8,4,1,1,2,187.25.222.207,2,0,0
66,2025-12-31,14:33:49,14,6,1,0,4,240.2.36.220,0,1,0
92,2026-04-12,19:38:20,19,3,1,2,4,29.72.227.75,2,1,0
62,2025-11-21,23:16:15,23,0,0,8,10,163.238.32.90,0,1,1
70,2025-11-13,17:29:56,17,4,1,0,3,143.246.70.254,0,0,0
49,2025-11-26,18:20:11,18,6,0,2,5,73.79.82.155,1,1,0
50,2026-01-19,17:29:08,17,1,1,0,3,57.90.81.36,1,2,0
86,2026-02-02,09:19:41,9,1,1,2,4,181.2.57.45,2,0,0
41,2025-12-11,04:29:19,4,4,1,8,12,27.157.241.164,0,2,1
19,2026-07-02,14:50:40,14,4,1,1,5,209.155.207.124,0,1,0
25,2026-04-19,12:23:12,12,3,1,1,2,41.14.71.210,2,0,0
36,2026-06-16,04:21:10,4,5,1,10,6,11.210.143.221,1,0,1
22,2025-08-29,12:33:15,12,0,1,1,5,94.81.146.192,0,1,0
47,2026-02-17,13:13:36,13,5,1,2,3,130.97.127.38,0,1,0
4,2025-12-02,13:06:02,13,5,1,2,5,87.164.103.45,0,0,0
69,2026-06-17,13:10:03,13,6,1,1,5,182.213.78.47,1,1,0
71,2026-07-18,11:36:33,11,2,1,1,3,67.85.81.133,1,0,0
48,2025-11-03,03:05:52,3,1,0,10,11,114.158.3.39,2,0,1
38,2026-06-16,11:59:07,11,5,1,0,4,51.88.97.128,2,1,0
78,2025-11-19,15:56:16,15,6,1,2,5,58.25.82.33,1,1,0
85,2026-06-26,15:54:31,15,0,1,2,3,54.66.227.166,0,2,0
68,2026-06-16,10:29:58,10,5,1,0,3,244.55.225.111,0,0,0
36,2026-07-13,19:31:22,19,1,1,0,3,195.111.118.116,1,1,0
26,2026-02-07,22:01:50,22,2,0,8,11,90.80.233.177,0,2,1
41,2025-11-07,19:10:21,19,0,1,2,3,167.22.45.50,0,1,0
21,2026-05-11,20:08:41,20,1,1,2,5,245.106.110.139,1,1,0
95,2025-10-05,15:07:09,15,3,1,0,4,192.133.114.99,1,1,0
22,2025-08-05,20:06:51,20,5,1,2,4,219.208.56.251,0,0,0
84,2026-03-02,17:19:53,17,1,1,1,2,183.232.91.141,2,1,0
7,2025-11-01,20:49:28,20,2,1,0,1,57.91.40.160,0,0,0
73,2026-04-28,17:54:04,17,5,1,1,4,121.57.214.250,0,0,0
24,2026-03-24,09:35:03,9,5,1,0,2,164.44.96.107,1,2,0
89,2025-09-23,18:16:07,18,5,1,2,1,152.148.191.133,1,1,0
51,2026-01-15,11:07:19,11,4,1,0,4,15.53.191.214,0,2,0
86,2026-03-13,03:05:32,3,0,0,6,6,126.55.123.35,2,0,1
90,2025-12-10,17:12:42,17,6,1,1,2,21.123.67.6,2,0,0
64,2026-01-06,15:57:59,15,5,1,1,4,48.182.147.109,2,0,0
40,2026-05-03,14:21:52,14,3,1,2,1,181.176.230.222,1,0,0
47,2026-03-24,22:17:30,22,5,0,8,7,20.189.78.244,0,1,1
7,2026-01-20,19:01:16,19,5,1,0,3,64.169.88.220,2,0,0
87,2026-04-12,09:00:35,9,3,1,2,3,253.63.137.36,1,1,0
30,2025-09-26,09:22:16,9,0,1,2,3,163.184.202.113,0,1,0
43,2026-04-01,00:39:11,0,6,0,8,14,90.19.100.2,1,1,1
75,2025-10-26,20:36:33,20,3,0,2,2,111.232.37.96,2,1,0
48,2026-03-30,17:01:25,17,1,1,1,5,232.10.37.142,2,2,0
65,2026-06-28,09:28:22,9,3,1,2,3,173.39.33.119,0,2,0
36,2026-05-07,14:18:56,14,4,1,0,2,91.222.230.162,1,1,0
64,2025-12-02,12:32:07,12,5,1,1,1,56.88.234.190,1,0,0
71,2026-03-06,12:59:06,12,0,1,1,2,103.119.128.133,1,2,0
62,2026-01-10,13:12:13,13,2,1,0,3,187.221.23.202,2,2,0
50,2026-01-23,03:05:46,3,0,0,4,20,215.107.119.176,2,1,1
80,2026-05-10,22:13:49,22,3,0,4,17,126.239.245.251,1,2,1
90,2025-09-23,02:16:45,2,5,0,6,13,80.154.66.15,2,2,1
30,2025-09-07,08:47:37,8,3,1,1,5,41.209.241.204,0,0,0
99,2026-02-12,15:33:22,15,4,1,2,2,224.65.177.168,0,1,0
43,2025-09-12,10:47:13,10,0,1,1,2,83.51.139.197,0,1,0
65,2026-01-06,20:50:55,20,5,1,2,4,93.126.80.177,1,0,0
7,2026-05-27,10:05:09,10,6,1,0,2,54.131.246.174,0,1,0
61,2026-04-25,13:54:27,13,2,1,0,4,64.113.249.198,2,1,0
85,2026-02-19,01:14:24,1,4,1,3,19,134.15.135.50,0,1,1
47,2026-03-01,00:27:49,0,3,0,8,11,77.208.80.208,2,1,1
84,2025-11-06,19:12:28,19,4,1,0,2,97.131.212.63,0,1,0
12,2025-07-31,12:34:13,12,4,0,2,1,16.159.42.205,1,1,0
28,2026-03-05,12:48:44,12,4,1,2,1,247.30.82.57,2,1,0
78,2026-04-29,04:00:04,4,6,0,8,10,92.84.140.41,0,0,1
24,2025-12-31,19:38:31,19,6,1,1,5,139.8.245.166,0,2,0
92,2025-10-05,13:49:06,13,3,1,2,2,157.29.1.228,2,0,0
42,2026-03-14,14:04:22,14,2,1,1,1,42.235.203.200,2,0,0
77,2026-05-18,11:33:14,11,1,1,0,1,175.237.6.87,2,2,0
60,2025-11-23,22:44:15,22,3,1,4,10,172.18.216.130,0,1,1
24,2026-04-20,08:04:28,8,1,1,2,2,215.183.51.82,1,1,0
20,2025-12-20,08:31:02,8,2,1,0,4,147.96.62.90,1,2,0
66,2025-09-01,15:11:31,15,1,0,0,5,3.248.92.241,0,0,0
95,2025-12-30,18:05:27,18,5,1,1,5,115.91.163.253,1,1,0
66,2026-01-05,13:09:52,13,1,1,1,1,134.161.165.92,0,2,0
95,2026-01-17,19:40:17,19,2,1,0,5,19.146.73.149,2,0,0
94,2026-04-14,20:20:15,20,5,1,0,3,173.195.215.218,2,0,0
32,2025-10-29,14:08:08,14,6,0,2,1,107.27.83.155,0,2,0
81,2026-07-01,16:50:53,16,6,1,1,2,223.5.33.123,1,0,0
49,2026-07-05,08:45:59,8,3,1,1,2,125.203.58.121,1,2,0
72,2026-05-02,16:49:33,16,2,1,2,5,158.1.178.134,1,0,0
65,2026-04-12,23:02:23,23,3,0,7,19,3.195.244.119,2,1,1
2,2025-10-24,22:58:51,22,0,0,8,20,123.59.104.223,0,2,1
7,2025-08-14,19:39:54,19,4,1,2,2,2.149.250.107,2,0,0
29,2026-06-10,22:47:59,22,6,0,7,13,98.106.163.255,0,2,1
78,2025-09-25,20:16:51,20,4,1,0,5,71.172.196.211,0,2,0
69,2026-01-27,13:24:18,13,5,1,1,3,27.96.103.140,2,0,0
57,2026-01-29,19:06:38,19,4,1,0,3,198.253.227.186,1,0,0
45,2026-02-14,12:14:28,12,2,0,2,5,179.88.68.145,1,0,0
95,2026-01-12,16:54:36,16,1,1,0,5,206.218.66.121,0,2,0
24,2025-09-22,09:00:04,9,1,0,1,2,136.203.9.205,2,0,0
37,2026-06-20,09:35:52,9,2,1,1,4,210.51.34.233,1,2,0
94,2026-01-23,12:28:17,12,0,1,0,1,136.248.123.211,0,1,0
25,2025-10-05,03:14:35,3,3,0,10,6,101.101.86.16,1,0,1
47,2025-12-15,10:08:22,10,1,1,1,5,61.172.146.2,0,2,0
78,2025-09-07,22:21:55,22,3,0,7,9,72.153.201.130,0,1,1
6,2025-10-01,18:38:13,18,6,1,1,3,15.253.92.53,0,0,0
12,2025-08-01,23:16:37,23,0,0,10,10,63.100.134.77,2,2,1
37,2026-01-27,13:36:49,13,5,1,1,3,88.211.232.176,1,1,0
80,2026-01-12,18:03:27,18,1,1,1,5,131.42.233.34,1,1,0
57,2026-05-22,22:11:21,22,0,0,3,11,2.165.30.23,1,2,1
63,2026-05-22,17:57:32,17,0,1,0,3,161.181.11.20,0,1,0
38,2026-06-23,17:52:33,17,5,1,0,3,113.6.36.214,2,2,0
68,2026-05-24,14:13:59,14,3,1,1,5,91.110.85.48,2,1,0
97,2026-04-26,17:09:47,17,3,1,2,5,229.225.235.109,0,2,0
97,2025-09-16,08:51:11,8,5,1,0,5,17.116.50.68,2,2,0
86,2025-08-21,12:28:57,12,4,1,2,1,28.3.182.125,2,0,0
84,2026-05-05,11:57:37,11,5,1,1,5,18.204.241.38,0,2,0
85,2026-07-07,16:22:29,16,5,1,1,4,59.139.18.111,1,0,0
74,2026-03-11,10:58:24,10,6,1,1,3,127.233.169.216,0,0,0
37,2026-03-05,10:30:03,10,4,1,0,3,33.37.178.81,0,2,0
17,2025-10-13,15:33:02,15,1,1,1,2,142.128.106.133,0,0,0
83,2025-08-31,20:34:56,20,3,1,0,1,116.214.77.84,0,0,0
82,2025-09-28,12:37:56,12,3,1,2,2,40.80.67.159,1,0,0
51,2026-07-20,08:26:46,8,1,1,2,5,37.188.194.92,0,0,0
19,2026-05-12,09:10:11,9,5,1,2,5,180.72.163.151,1,0,0
75,2026-05-28,14:24:47,14,4,1,2,2,143.252.19.71,1,0,0
40,2026-01-12,12:04:42,12,1,0,1,2,231.121.51.170,0,2,0
22,2026-01-29,20:27:37,20,4,1,2,4,81.48.76.131,0,1,0
85,2025-07-30,16:44:55,16,6,1,1,5,229.63.255.135,0,2,0
55,2026-03-27,18:44:37,18,0,1,1,5,198.141.181.168,2,0,0
11,2026-03-07,08:59:25,8,2,1,1,2,222.110.135.79,2,0,0
20,2025-09-16,10:29:17,10,5,1,2,4,45.58.71.226,0,0,0
69,2025-12-03,15:49:10,15,6,1,2,3,54.70.99.148,0,2,0
44,2025-10-15,10:44:09,10,6,1,2,4,185.160.208.219,1,1,0
22,2025-08-25,11:39:34,11,1,1,1,1,193.53.34.64,1,1,0
48,2026-06-21,14:26:01,14,3,1,1,1,49.4.205.186,0,1,0
96,2026-01-13,03:44:53,3,5,1,7,9,201.82.110.110,1,2,1
30,2026-03-31,11:09:39,11,5,1,2,2,162.30.191.54,2,0,0
13,2026-06-12,16:09:55,16,0,1,1,2,128.244.78.120,1,2,0
2,2025-08-10,13:56:09,13,3,0,0,1,205.223.65.172,1,0,0
59,2025-09-07,11:34:59,11,3,1,1,4,130.43.76.16,0,1,0
91,2026-04-22,19:17:19,19,6,1,2,1,221.10.249.96,1,0,0
91,2026-03-26,17:55:09,17,4,1,2,4,77.78.1.198,0,1,0
11,2025-12-07,00:21:34,0,3,0,8,9,20.89.209.40,1,0,1
39,2026-02-28,16:32:49,16,2,1,1,4,25.117.47.135,0,0,0
52,2026-04-26,19:38:12,19,3,1,1,2,25.209.87.82,2,0,0
8,2026-01-08,15:13:35,15,4,1,2,2,157.35.5.176,1,0,0
56,2026-07-14,12:29:18,12,5,0,1,4,36.74.245.240,2,0,0
14,2025-12-28,01:40:04,1,3,0,7,7,191.57.38.159,2,1,1
26,2026-01-15,02:56:33,2,4,1,7,16,221.125.249.35,2,1,1
10,2026-05-06,10:54:52,10,6,1,1,1,238.186.142.54,2,1,0
83,2026-07-09,10:45:30,10,4,1,1,4,78.215.185.137,0,1,0
4,2026-01-24,13:52:31,13,2,1,2,1,247.147.48.238,0,2,0
26,2026-03-21,11:01:28,11,2,1,2,5,230.198.110.88,2,1,0
26,2025-11-12,14:38:40,14,6,1,0,5,178.61.85.128,1,0,0
18,2026-06-12,03:26:17,3,0,0,9,8,51.43.22.225,1,2,1
77,2026-02-28,03:17:07,3,2,0,4,11,70.71.136.179,0,2,1
30,2025-11-02,01:06:02,1,3,1,7,19,31.26.52.122,0,0,1
79,2026-02-01,11:03:14,11,3,1,2,3,215.139.209.110,1,1,0
15,2025-10-04,12:15:19,12,2,1,1,1,239.13.130.103,2,1,0
83,2026-04-17,11:18:36,11,0,1,2,2,47.131.185.245,2,2,0
17,2025-12-18,20:45:53,20,4,1,1,3,142.82.37.185,0,1,0
14,2025-12-06,19:31:39,19,2,1,1,5,111.173.87.20,0,1,0
38,2026-05-08,20:58:05,20,0,1,0,5,253.233.85.199,0,2,0
54,2026-07-18,16:00:11,16,2,1,2,1,123.124.150.228,1,1,0
4,2026-06-04,10:13:44,10,4,1,1,5,229.242.57.220,2,2,0
41,2026-01-02,09:06:20,9,0,1,1,2,81.183.103.188,1,2,0
8,2026-02-05,15:46:24,15,4,1,2,4,43.95.103.253,0,2,0
37,2026-07-07,19:31:19,19,5,1,1,2,231.249.73.87,2,0,0
6,2025-12-14,04:32:10,4,3,0,8,11,250.86.40.3,1,1,1
83,2026-03-02,11:06:45,11,1,1,0,4,33.138.117.137,0,0,0
35,2026-02-01,19:27:00,19,3,1,0,4,63.218.97.103,2,2,0
75,2026-06-10,08:07:22,8,6,1,0,5,171.160.208.178,0,1,0
63,2025-10-27,09:19:13,9,1,0,1,3,58.216.204.181,0,2,0
46,2026-04-22,13:07:09,13,6,1,2,4,134.114.103.174,1,1,0
19,2025-08-28,19:53:05,19,4,1,2,5,114.229.137.184,2,2,0
24,2026-02-12,08:31:44,8,4,1,1,3,212.97.243.145,1,2,0
33,2025-10-26,18:27:52,18,3,1,0,5,216.6.150.188,2,2,0
2,2025-10-31,17:56:58,17,0,1,1,1,217.59.75.93,1,2,0
52,2025-09-22,13:11:52,13,1,1,2,3,10.241.169.164,2,2,0
82,2026-05-19,15:49:07,15,5,1,1,5,227.176.165.202,1,2,0
96,2025-08-10,13:32:18,13,3,1,0,4,246.59.140.97,1,2,0
42,2026-05-16,11:03:28,11,2,1,2,2,225.244.126.160,0,2,0
7,2026-04-05,19:00:34,19,3,1,2,3,231.224.211.229,0,0,0
5,2026-03-09,20:33:53,20,1,1,2,5,48.82.224.93,2,2,0
2,2025-12-20,12:40:08,12,2,0,1,2,103.147.28.172,2,0,0
9,2026-02-06,08:03:40,8,0,1,2,4,205.133.80.90,2,2,0
44,2026-02-23,17:16:33,17,1,1,1,1,205.45.94.57,2,0,0
28,2026-04-04,16:51:09,16,2,1,0,2,149.70.180.193,1,0,0
21,2025-11-30,09:38:07,9,3,1,1,5,140.180.173.104,1,1,0
60,2026-06-17,08:05:26,8,6,1,1,3,175.126.30.28,2,2,0
89,2025-07-29,04:46:48,4,5,0,4,7,72.204.67.107,0,2,1
11,2026-03-15,19:44:20,19,3,1,0,2,185.23.230.20,1,2,0
39,2026-05-14,19:14:26,19,4,1,1,5,242.145.133.105,2,1,0
54,2026-02-28,09:12:04,9,2,1,0,1,213.252.252.41,2,2,0
97,2025-11-14,00:33:56,0,0,0,6,14,226.41.11.59,2,0,1
59,2025-08-10,22:44:03,22,3,1,4,10,48.40.190.122,2,0,1
0,2026-06-16,16:05:05,16,5,1,1,2,217.4.192.23,2,0,0
78,2026-01-07,19:01:26,19,6,1,1,1,100.22.91.189,0,1,0
96,2025-10-12,18:16:44,18,3,1,0,2,247.54.212.153,1,2,0
38,2025-07-31,10:03:56,10,4,1,1,4,117.224.237.176,0,1,0
41,2026-03-07,18:10:39,18,2,1,2,3,230.87.157.68,1,2,0
40,2025-07-27,18:35:11,18,3,1,2,3,25.169.47.137,1,2,0
33,2026-02-24,13:11:01,13,5,1,1,1,194.201.195.16,2,1,0
74,2026-04-10,18:39:10,18,0,1,1,5,223.109.21.78,2,0,0
80,2026-01-22,09:07:58,9,4,1,0,2,48.224.247.25,0,2,0
53,2026-01-18,15:00:37,15,3,1,0,2,19.237.91.123,1,0,0
58,2025-08-31,11:35:42,11,3,1,2,2,118.147.14.45,2,0,0
64,2026-07-11,09:46:20,9,2,1,0,2,147.199.169.105,0,1,0
32,2025-08-15,11:23:10,11,0,1,0,2,114.112.177.87,1,0,0
9,2025-08-01,08:37:27,8,0,1,1,2,164.85.138.102,1,0,0
41,2026-02-16,14:39:03,14,1,1,2,1,245.129.85.155,1,0,0
60,2026-06-03,00:00:21,0,6,0,5,12,116.216.129.122,2,0,1
91,2026-05-04,04:07:22,4,1,0,7,13,131.24.96.218,1,1,1
5,2025-08-08,09:33:54,9,0,1,2,2,181.226.255.252,0,2,0
98,2026-03-09,22:43:31,22,1,0,3,10,178.7.110.34,2,1,1
19,2025-10-07,08:33:42,8,5,0,0,5,251.108.232.70,1,0,0
47,2025-12-20,11:34:37,11,2,0,1,2,31.126.82.144,2,1,0
83,2026-03-21,18:12:12,18,2,1,1,2,164.201.47.158,2,0,0
35,2025-09-02,16:52:55,16,5,1,1,3,211.255.146.48,2,1,0
23,2026-06-12,11:09:48,11,0,1,0,1,147.38.144.234,0,1,0
39,2026-02-21,14:53:41,14,2,1,1,1,215.180.107.240,1,2,0
51,2026-04-28,09:58:27,9,5,1,2,5,120.231.88.165,0,1,0
2,2025-08-06,20:28:14,20,6,1,1,3,94.157.189.146,2,2,0
