Username,Login_Hour,Day_Of_Week,Login_Status,Failed_Attempts,Login_Frequency,IP_Address,Device_Type,Browser,Label,Month,Day,Is_Weekend,Time_Period,High_Failed_Attempts
2,13,5,1,0,1,51.176.14.27,0,2,0,12,16,0,0,0
50,14,3,1,2,2,202.74.165.249,1,1,0,1,25,1,0,0
24,19,5,1,0,2,227.101.69.215,0,0,0,9,2,0,1,0
94,14,4,0,0,4,238.46.3.90,0,2,0,8,21,0,0,0
46,13,0,1,1,3,39.56.35.19,1,2,0,4,17,0,0,0
11,15,1,1,1,3,134.145.155.78,0,0,0,5,4,0,0,0
87,13,3,1,2,2,153.70.234.31,0,2,0,5,24,1,0,0
38,0,6,1,10,8,122.88.41.216,0,1,1,6,10,0,3,1
38,12,0,1,2,3,98.107.89.164,2,2,0,6,26,0,0,0
18,10,3,1,1,2,112.63.190.167,1,2,0,11,9,1,2,0
55,10,0,1,1,2,121.71.146.162,1,2,0,12,26,0,2,0
57,12,0,1,0,3,42.251.18.64,1,0,0,1,2,0,0,0
94,11,6,1,0,2,110.121.224.216,2,2,0,12,3,0,2,0
46,20,2,1,2,4,114.204.65.124,0,1,0,4,18,1,1,0
64,22,4,1,8,7,234.181.170.132,0,2,1,2,12,0,3,1
85,9,1,1,2,4,208.252.55.86,2,2,0,6,8,0,2,0
60,17,1,1,0,3,103.6.254.187,2,1,0,11,24,0,1,0
45,8,0,1,1,1,187.70.248.187,2,1,0,6,26,0,2,0
70,10,5,1,1,5,201.59.226.110,0,0,0,5,26,0,2,0
54,17,6,1,1,2,163.234.60.181,2,2,0,6,3,0,1,0
82,9,1,1,0,3,158.137.64.236,0,2,0,8,25,0,2,0
67,12,3,1,1,5,35.115.229.38,0,2,0,3,1,1,0,0
58,8,2,1,2,1,241.33.48.80,0,1,0,7,11,1,2,0
80,0,1,0,4,9,143.115.168.130,0,0,1,6,22,0,3,1
47,11,2,1,1,2,155.135.55.179,0,0,0,11,8,1,2,0
8,16,4,1,2,2,216.65.208.206,1,1,0,7,31,0,0,0
85,14,0,1,0,3,175.232.100.223,1,1,0,6,12,0,0,0
70,10,5,0,0,1,147.3.186.1,0,1,0,7,14,0,2,0
43,20,2,1,0,3,21.50.182.203,0,1,0,7,4,1,1,0
53,2,2,1,3,16,155.37.22.96,2,1,1,9,6,1,3,1
11,9,5,1,2,4,61.46.107.198,2,0,0,12,16,0,2,0
68,19,2,1,2,4,136.147.209.89,1,2,0,5,9,1,1,0
84,18,0,1,1,3,64.80.171.135,1,2,0,3,27,0,1,0
4,9,2,1,1,4,104.6.219.219,0,1,0,9,6,1,2,0
78,13,2,0,1,2,190.74.82.87,0,1,0,4,18,1,0,0
29,18,4,1,0,1,133.171.245.199,0,0,0,5,14,0,1,0
90,2,1,1,5,15,95.171.218.112,2,0,1,1,5,0,3,1
89,18,6,1,1,4,183.164.245.49,2,2,0,12,17,0,1,0
52,10,3,1,1,3,192.245.19.115,0,1,0,6,14,1,2,0
21,20,1,1,2,5,228.106.54.12,0,2,0,4,13,0,1,0
44,15,5,1,0,2,96.172.101.55,0,2,0,12,30,0,0,0
16,9,0,1,0,2,216.142.143.223,0,2,0,7,3,0,2,0
32,0,6,0,6,12,124.230.85.94,1,2,1,2,4,0,3,1
0,16,2,1,2,3,9.47.13.72,2,2,0,5,9,1,0,0
99,8,5,1,0,4,10.252.242.88,0,2,0,7,21,0,2,0
11,12,4,1,1,4,43.204.211.63,2,0,0,12,4,0,0,0
78,12,0,1,2,4,190.212.112.136,1,0,0,4,24,0,0,0
89,19,5,1,0,2,254.171.78.2,0,2,0,11,18,0,1,0
17,20,0,1,2,1,232.227.209.250,1,1,0,1,23,0,1,0
91,11,3,1,0,2,174.88.159.172,2,1,0,1,25,1,2,0
18,10,3,1,1,4,189.112.205.242,2,0,0,1,11,1,2,0
70,4,1,0,4,8,23.26.199.226,1,1,1,5,4,0,3,1
74,1,4,1,7,18,27.87.63.213,2,2,1,9,25,0,3,1
69,15,4,1,0,3,243.131.56.233,2,2,0,7,2,0,0,0
96,14,6,1,1,1,117.168.125.89,0,1,0,5,6,0,0,0
49,8,4,1,0,3,62.125.141.138,2,2,0,4,16,0,2,0
36,13,4,1,1,2,214.230.179.251,0,2,0,4,23,0,0,0
19,19,6,1,1,3,162.76.16.196,0,1,0,10,15,0,1,0
87,12,2,1,0,5,35.9.71.107,2,1,0,3,14,1,0,0
74,11,6,1,1,4,26.30.41.41,1,0,0,2,18,0,2,0
18,13,6,1,1,5,116.74.97.135,2,1,0,4,8,0,0,0
42,8,3,1,0,1,190.218.14.254,1,2,0,10,5,1,2,0
72,20,2,1,2,3,96.178.201.37,0,1,0,5,30,1,1,0
88,15,3,1,2,5,17.99.191.182,2,2,0,8,17,1,0,0
1,11,3,1,0,3,252.136.79.230,1,2,0,3,22,1,2,0
14,18,2,1,2,3,217.84.45.216,0,2,0,12,13,1,1,0
48,20,2,1,2,3,231.122.181.10,0,0,0,10,11,1,1,0
27,18,6,1,0,1,163.178.178.91,1,2,0,11,26,0,1,0
76,12,6,1,1,2,19.96.167.92,1,0,0,6,10,0,0,0
21,8,3,1,1,3,119.132.116.117,1,2,0,12,28,1,2,0
53,10,0,1,0,5,26.11.141.217,1,2,0,6,5,0,2,0
71,4,0,0,3,6,178.229.105.191,2,2,1,5,22,0,3,1
52,15,0,1,2,5,174.25.58.81,1,2,0,7,3,0,0,0
57,8,4,1,1,3,66.96.209.29,0,0,0,4,16,0,2,0
84,22,1,1,3,12,140.170.129.235,1,2,1,1,19,0,3,1
58,13,5,1,1,4,219.97.241.101,0,1,0,7,14,0,0,0
71,17,1,1,0,1,126.78.192.187,2,0,0,3,30,0,1,0
2,11,3,1,1,1,77.195.216.64,2,1,0,2,8,1,2,0
7,8,5,1,0,2,238.108.95.78,1,0,0,11,18,0,2,0
72,16,0,0,1,2,88.176.79.211,1,0,0,6,5,0,0,0
20,12,3,0,2,1,233.78.44.104,2,0,0,11,2,1,0,0
62,18,2,1,0,3,231.209.17.54,1,0,0,9,13,1,1,0
19,15,3,1,2,4,45.21.83.229,2,2,0,3,29,1,0,0
22,8,4,1,2,4,93.224.86.246,1,1,0,6,18,0,2,0
90,12,4,1,2,1,115.77.107.184,1,2,0,9,4,0,0,0
35,9,6,1,2,3,194.20.71.204,0,1,0,11,19,0,2,0
83,17,4,1,2,5,20.74.3.204,0,2,0,8,7,0,1,0
46,13,1,1,2,1,31.221.96.122,2,1,0,6,29,0,0,0
15,19,4,1,2,4,202.223.132.20,0,2,0,2,12,0,1,0
6,9,3,1,1,1,72.29.225.77,2,2,0,1,4,1,2,0
30,13,5,1,1,1,54.150.138.183,0,2,0,7,14,0,0,0
40,15,6,1,2,1,125.2.67.102,2,2,0,11,12,0,0,0
69,16,3,1,0,1,74.242.185.229,2,2,0,6,14,1,0,0
22,16,0,1,2,2,68.245.227.57,0,2,0,10,31,0,0,0
41,14,6,1,0,2,52.25.216.67,1,0,0,8,20,0,0,0
86,16,2,1,0,4,67.246.86.70,2,1,0,6,6,1,0,0
37,9,4,1,2,4,87.52.34.30,2,0,0,12,4,0,2,0
42,0,4,0,8,17,80.213.9.134,1,1,1,4,2,0,3,1
54,8,0,1,1,4,56.36.221.247,2,0,0,5,15,0,2,0
12,11,3,1,1,2,230.160.166.196,2,0,0,11,30,1,2,0
79,8,1,1,2,5,132.153.230.99,1,0,0,9,22,0,2,0
59,11,2,1,0,2,215.166.40.202,1,2,0,12,6,1,2,0
29,17,0,1,1,4,90.35.222.190,2,1,0,12,12,0,1,0
89,17,2,1,2,2,144.242.190.189,0,1,0,7,11,1,1,0
10,20,6,1,1,5,66.59.197.31,0,1,0,1,28,0,1,0
24,17,5,1,1,1,11.111.254.242,0,0,0,12,2,0,1,0
30,11,2,1,1,1,46.17.105.16,2,2,0,2,7,1,2,0
68,19,4,1,0,3,81.182.93.184,1,0,0,7,2,0,1,0
90,10,6,1,0,5,54.115.175.128,2,2,0,7,22,0,2,0
4,3,6,0,4,13,232.104.208.73,0,1,1,8,20,0,3,1
44,8,0,1,2,5,39.15.218.252,2,0,0,12,12,0,2,0
87,11,0,1,1,4,134.208.174.17,2,0,0,5,22,0,2,0
76,18,4,1,2,1,246.213.3.175,2,2,0,7,31,0,1,0
44,14,2,1,0,3,229.206.76.35,2,0,0,4,25,1,0,0
79,8,4,1,1,2,187.25.222.207,2,0,0,3,12,0,2,0
66,14,6,1,0,4,240.2.36.220,0,1,0,12,31,0,0,0
92,19,3,1,2,4,29.72.227.75,2,1,0,4,12,1,1,0
62,23,0,0,8,10,163.238.32.90,0,1,1,11,21,0,3,1
70,17,4,1,0,3,143.246.70.254,0,0,0,11,13,0,1,0
49,18,6,0,2,5,73.79.82.155,1,1,0,11,26,0,1,0
50,17,1,1,0,3,57.90.81.36,1,2,0,1,19,0,1,0
86,9,1,1,2,4,181.2.57.45,2,0,0,2,2,0,2,0
41,4,4,1,8,12,27.157.241.164,0,2,1,12,11,0,3,1
19,14,4,1,1,5,209.155.207.124,0,1,0,7,2,0,0,0
25,12,3,1,1,2,41.14.71.210,2,0,0,4,19,1,0,0
36,4,5,1,10,6,11.210.143.221,1,0,1,6,16,0,3,1
22,12,0,1,1,5,94.81.146.192,0,1,0,8,29,0,0,0
47,13,5,1,2,3,130.97.127.38,0,1,0,2,17,0,0,0
4,13,5,1,2,5,87.164.103.45,0,0,0,12,2,0,0,0
69,13,6,1,1,5,182.213.78.47,1,1,0,6,17,0,0,0
71,11,2,1,1,3,67.85.81.133,1,0,0,7,18,1,2,0
48,3,1,0,10,11,114.158.3.39,2,0,1,11,3,0,3,1
38,11,5,1,0,4,51.88.97.128,2,1,0,6,16,0,2,0
78,15,6,1,2,5,58.25.82.33,1,1,0,11,19,0,0,0
85,15,0,1,2,3,54.66.227.166,0,2,0,6,26,0,0,0
68,10,5,1,0,3,244.55.225.111,0,0,0,6,16,0,2,0
36,19,1,1,0,3,195.111.118.116,1,1,0,7,13,0,1,0
26,22,2,0,8,11,90.80.233.177,0,2,1,2,7,1,3,1
41,19,0,1,2,3,167.22.45.50,0,1,0,11,7,0,1,0
21,20,1,1,2,5,245.106.110.139,1,1,0,5,11,0,1,0
95,15,3,1,0,4,192.133.114.99,1,1,0,10,5,1,0,0
22,20,5,1,2,4,219.208.56.251,0,0,0,8,5,0,1,0
84,17,1,1,1,2,183.232.91.141,2,1,0,3,2,0,1,0
7,20,2,1,0,1,57.91.40.160,0,0,0,11,1,1,1,0
73,17,5,1,1,4,121.57.214.250,0,0,0,4,28,0,1,0
24,9,5,1,0,2,164.44.96.107,1,2,0,3,24,0,2,0
89,18,5,1,2,1,152.148.191.133,1,1,0,9,23,0,1,0
51,11,4,1,0,4,15.53.191.214,0,2,0,1,15,0,2,0
86,3,0,0,6,6,126.55.123.35,2,0,1,3,13,0,3,1
90,17,6,1,1,2,21.123.67.6,2,0,0,12,10,0,1,0
64,15,5,1,1,4,48.182.147.109,2,0,0,1,6,0,0,0
40,14,3,1,2,1,181.176.230.222,1,0,0,5,3,1,0,0
47,22,5,0,8,7,20.189.78.244,0,1,1,3,24,0,3,1
7,19,5,1,0,3,64.169.88.220,2,0,0,1,20,0,1,0
87,9,3,1,2,3,253.63.137.36,1,1,0,4,12,1,2,0
30,9,0,1,2,3,163.184.202.113,0,1,0,9,26,0,2,0
43,0,6,0,8,14,90.19.100.2,1,1,1,4,1,0,3,1
75,20,3,0,2,2,111.232.37.96,2,1,0,10,26,1,1,0
48,17,1,1,1,5,232.10.37.142,2,2,0,3,30,0,1,0
65,9,3,1,2,3,173.39.33.119,0,2,0,6,28,1,2,0
36,14,4,1,0,2,91.222.230.162,1,1,0,5,7,0,0,0
64,12,5,1,1,1,56.88.234.190,1,0,0,12,2,0,0,0
71,12,0,1,1,2,103.119.128.133,1,2,0,3,6,0,0,0
62,13,2,1,0,3,187.221.23.202,2,2,0,1,10,1,0,0
50,3,0,0,4,20,215.107.119.176,2,1,1,1,23,0,3,1
80,22,3,0,4,17,126.239.245.251,1,2,1,5,10,1,3,1
90,2,5,0,6,13,80.154.66.15,2,2,1,9,23,0,3,1
30,8,3,1,1,5,41.209.241.204,0,0,0,9,7,1,2,0
99,15,4,1,2,2,224.65.177.168,0,1,0,2,12,0,0,0
43,10,0,1,1,2,83.51.139.197,0,1,0,9,12,0,2,0
65,20,5,1,2,4,93.126.80.177,1,0,0,1,6,0,1,0
7,10,6,1,0,2,54.131.246.174,0,1,0,5,27,0,2,0
61,13,2,1,0,4,64.113.249.198,2,1,0,4,25,1,0,0
85,1,4,1,3,19,134.15.135.50,0,1,1,2,19,0,3,1
47,0,3,0,8,11,77.208.80.208,2,1,1,3,1,1,3,1
84,19,4,1,0,2,97.131.212.63,0,1,0,11,6,0,1,0
12,12,4,0,2,1,16.159.42.205,1,1,0,7,31,0,0,0
28,12,4,1,2,1,247.30.82.57,2,1,0,3,5,0,0,0
78,4,6,0,8,10,92.84.140.41,0,0,1,4,29,0,3,1
24,19,6,1,1,5,139.8.245.166,0,2,0,12,31,0,1,0
92,13,3,1,2,2,157.29.1.228,2,0,0,10,5,1,0,0
42,14,2,1,1,1,42.235.203.200,2,0,0,3,14,1,0,0
77,11,1,1,0,1,175.237.6.87,2,2,0,5,18,0,2,0
60,22,3,1,4,10,172.18.216.130,0,1,1,11,23,1,3,1
24,8,1,1,2,2,215.183.51.82,1,1,0,4,20,0,2,0
20,8,2,1,0,4,147.96.62.90,1,2,0,12,20,1,2,0
66,15,1,0,0,5,3.248.92.241,0,0,0,9,1,0,0,0
95,18,5,1,1,5,115.91.163.253,1,1,0,12,30,0,1,0
66,13,1,1,1,1,134.161.165.92,0,2,0,1,5,0,0,0
95,19,2,1,0,5,19.146.73.149,2,0,0,1,17,1,1,0
94,20,5,1,0,3,173.195.215.218,2,0,0,4,14,0,1,0
32,14,6,0,2,1,107.27.83.155,0,2,0,10,29,0,0,0
81,16,6,1,1,2,223.5.33.123,1,0,0,7,1,0,0,0
49,8,3,1,1,2,125.203.58.121,1,2,0,7,5,1,2,0
72,16,2,1,2,5,158.1.178.134,1,0,0,5,2,1,0,0
65,23,3,0,7,19,3.195.244.119,2,1,1,4,12,1,3,1
2,22,0,0,8,20,123.59.104.223,0,2,1,10,24,0,3,1
7,19,4,1,2,2,2.149.250.107,2,0,0,8,14,0,1,0
29,22,6,0,7,13,98.106.163.255,0,2,1,6,10,0,3,1
78,20,4,1,0,5,71.172.196.211,0,2,0,9,25,0,1,0
69,13,5,1,1,3,27.96.103.140,2,0,0,1,27,0,0,0
57,19,4,1,0,3,198.253.227.186,1,0,0,1,29,0,1,0
45,12,2,0,2,5,179.88.68.145,1,0,0,2,14,1,0,0
95,16,1,1,0,5,206.218.66.121,0,2,0,1,12,0,0,0
24,9,1,0,1,2,136.203.9.205,2,0,0,9,22,0,2,0
37,9,2,1,1,4,210.51.34.233,1,2,0,6,20,1,2,0
94,12,0,1,0,1,136.248.123.211,0,1,0,1,23,0,0,0
25,3,3,0,10,6,101.101.86.16,1,0,1,10,5,1,3,1
47,10,1,1,1,5,61.172.146.2,0,2,0,12,15,0,2,0
78,22,3,0,7,9,72.153.201.130,0,1,1,9,7,1,3,1
6,18,6,1,1,3,15.253.92.53,0,0,0,10,1,0,1,0
12,23,0,0,10,10,63.100.134.77,2,2,1,8,1,0,3,1
37,13,5,1,1,3,88.211.232.176,1,1,0,1,27,0,0,0
80,18,1,1,1,5,131.42.233.34,1,1,0,1,12,0,1,0
57,22,0,0,3,11,2.165.30.23,1,2,1,5,22,0,3,1
63,17,0,1,0,3,161.181.11.20,0,1,0,5,22,0,1,0
38,17,5,1,0,3,113.6.36.214,2,2,0,6,23,0,1,0
68,14,3,1,1,5,91.110.85.48,2,1,0,5,24,1,0,0
97,17,3,1,2,5,229.225.235.109,0,2,0,4,26,1,1,0
97,8,5,1,0,5,17.116.50.68,2,2,0,9,16,0,2,0
86,12,4,1,2,1,28.3.182.125,2,0,0,8,21,0,0,0
84,11,5,1,1,5,18.204.241.38,0,2,0,5,5,0,2,0
85,16,5,1,1,4,59.139.18.111,1,0,0,7,7,0,0,0
74,10,6,1,1,3,127.233.169.216,0,0,0,3,11,0,2,0
37,10,4,1,0,3,33.37.178.81,0,2,0,3,5,0,2,0
17,15,1,1,1,2,142.128.106.133,0,0,0,10,13,0,0,0
83,20,3,1,0,1,116.214.77.84,0,0,0,8,31,1,1,0
82,12,3,1,2,2,40.80.67.159,1,0,0,9,28,1,0,0
51,8,1,1,2,5,37.188.194.92,0,0,0,7,20,0,2,0
19,9,5,1,2,5,180.72.163.151,1,0,0,5,12,0,2,0
75,14,4,1,2,2,143.252.19.71,1,0,0,5,28,0,0,0
40,12,1,0,1,2,231.121.51.170,0,2,0,1,12,0,0,0
22,20,4,1,2,4,81.48.76.131,0,1,0,1,29,0,1,0
85,16,6,1,1,5,229.63.255.135,0,2,0,7,30,0,0,0
55,18,0,1,1,5,198.141.181.168,2,0,0,3,27,0,1,0
11,8,2,1,1,2,222.110.135.79,2,0,0,3,7,1,2,0
20,10,5,1,2,4,45.58.71.226,0,0,0,9,16,0,2,0
69,15,6,1,2,3,54.70.99.148,0,2,0,12,3,0,0,0
44,10,6,1,2,4,185.160.208.219,1,1,0,10,15,0,2,0
22,11,1,1,1,1,193.53.34.64,1,1,0,8,25,0,2,0
48,14,3,1,1,1,49.4.205.186,0,1,0,6,21,1,0,0
96,3,5,1,7,9,201.82.110.110,1,2,1,1,13,0,3,1
30,11,5,1,2,2,162.30.191.54,2,0,0,3,31,0,2,0
13,16,0,1,1,2,128.244.78.120,1,2,0,6,12,0,0,0
2,13,3,0,0,1,205.223.65.172,1,0,0,8,10,1,0,0
59,11,3,1,1,4,130.43.76.16,0,1,0,9,7,1,2,0
91,19,6,1,2,1,221.10.249.96,1,0,0,4,22,0,1,0
91,17,4,1,2,4,77.78.1.198,0,1,0,3,26,0,1,0
11,0,3,0,8,9,20.89.209.40,1,0,1,12,7,1,3,1
39,16,2,1,1,4,25.117.47.135,0,0,0,2,28,1,0,0
52,19,3,1,1,2,25.209.87.82,2,0,0,4,26,1,1,0
8,15,4,1,2,2,157.35.5.176,1,0,0,1,8,0,0,0
56,12,5,0,1,4,36.74.245.240,2,0,0,7,14,0,0,0
14,1,3,0,7,7,191.57.38.159,2,1,1,12,28,1,3,1
26,2,4,1,7,16,221.125.249.35,2,1,1,1,15,0,3,1
10,10,6,1,1,1,238.186.142.54,2,1,0,5,6,0,2,0
83,10,4,1,1,4,78.215.185.137,0,1,0,7,9,0,2,0
4,13,2,1,2,1,247.147.48.238,0,2,0,1,24,1,0,0
26,11,2,1,2,5,230.198.110.88,2,1,0,3,21,1,2,0
26,14,6,1,0,5,178.61.85.128,1,0,0,11,12,0,0,0
18,3,0,0,9,8,51.43.22.225,1,2,1,6,12,0,3,1
77,3,2,0,4,11,70.71.136.179,0,2,1,2,28,1,3,1
30,1,3,1,7,19,31.26.52.122,0,0,1,11,2,1,3,1
79,11,3,1,2,3,215.139.209.110,1,1,0,2,1,1,2,0
15,12,2,1,1,1,239.13.130.103,2,1,0,10,4,1,0,0
83,11,0,1,2,2,47.131.185.245,2,2,0,4,17,0,2,0
17,20,4,1,1,3,142.82.37.185,0,1,0,12,18,0,1,0
14,19,2,1,1,5,111.173.87.20,0,1,0,12,6,1,1,0
38,20,0,1,0,5,253.233.85.199,0,2,0,5,8,0,1,0
54,16,2,1,2,1,123.124.150.228,1,1,0,7,18,1,0,0
4,10,4,1,1,5,229.242.57.220,2,2,0,6,4,0,2,0
41,9,0,1,1,2,81.183.103.188,1,2,0,1,2,0,2,0
8,15,4,1,2,4,43.95.103.253,0,2,0,2,5,0,0,0
37,19,5,1,1,2,231.249.73.87,2,0,0,7,7,0,1,0
6,4,3,0,8,11,250.86.40.3,1,1,1,12,14,1,3,1
83,11,1,1,0,4,33.138.117.137,0,0,0,3,2,0,2,0
35,19,3,1,0,4,63.218.97.103,2,2,0,2,1,1,1,0
75,8,6,1,0,5,171.160.208.178,0,1,0,6,10,0,2,0
63,9,1,0,1,3,58.216.204.181,0,2,0,10,27,0,2,0
46,13,6,1,2,4,134.114.103.174,1,1,0,4,22,0,0,0
19,19,4,1,2,5,114.229.137.184,2,2,0,8,28,0,1,0
24,8,4,1,1,3,212.97.243.145,1,2,0,2,12,0,2,0
33,18,3,1,0,5,216.6.150.188,2,2,0,10,26,1,1,0
2,17,0,1,1,1,217.59.75.93,1,2,0,10,31,0,1,0
52,13,1,1,2,3,10.241.169.164,2,2,0,9,22,0,0,0
82,15,5,1,1,5,227.176.165.202,1,2,0,5,19,0,0,0
96,13,3,1,0,4,246.59.140.97,1,2,0,8,10,1,0,0
42,11,2,1,2,2,225.244.126.160,0,2,0,5,16,1,2,0
7,19,3,1,2,3,231.224.211.229,0,0,0,4,5,1,1,0
5,20,1,1,2,5,48.82.224.93,2,2,0,3,9,0,1,0
2,12,2,0,1,2,103.147.28.172,2,0,0,12,20,1,0,0
9,8,0,1,2,4,205.133.80.90,2,2,0,2,6,0,2,0
44,17,1,1,1,1,205.45.94.57,2,0,0,2,23,0,1,0
28,16,2,1,0,2,149.70.180.193,1,0,0,4,4,1,0,0
21,9,3,1,1,5,140.180.173.104,1,1,0,11,30,1,2,0
60,8,6,1,1,3,175.126.30.28,2,2,0,6,17,0,2,0
89,4,5,0,4,7,72.204.67.107,0,2,1,7,29,0,3,1
11,19,3,1,0,2,185.23.230.20,1,2,0,3,15,1,1,0
39,19,4,1,1,5,242.145.133.105,2,1,0,5,14,0,1,0
54,9,2,1,0,1,213.252.252.41,2,2,0,2,28,1,2,0
97,0,0,0,6,14,226.41.11.59,2,0,1,11,14,0,3,1
59,22,3,1,4,10,48.40.190.122,2,0,1,8,10,1,3,1
0,16,5,1,1,2,217.4.192.23,2,0,0,6,16,0,0,0
78,19,6,1,1,1,100.22.91.189,0,1,0,1,7,0,1,0
96,18,3,1,0,2,247.54.212.153,1,2,0,10,12,1,1,0
38,10,4,1,1,4,117.224.237.176,0,1,0,7,31,0,2,0
41,18,2,1,2,3,230.87.157.68,1,2,0,3,7,1,1,0
40,18,3,1,2,3,25.169.47.137,1,2,0,7,27,1,1,0
33,13,5,1,1,1,194.201.195.16,2,1,0,2,24,0,0,0
74,18,0,1,1,5,223.109.21.78,2,0,0,4,10,0,1,0
80,9,4,1,0,2,48.224.247.25,0,2,0,1,22,0,2,0
53,15,3,1,0,2,19.237.91.123,1,0,0,1,18,1,0,0
58,11,3,1,2,2,118.147.14.45,2,0,0,8,31,1,2,0
64,9,2,1,0,2,147.199.169.105,0,1,0,7,11,1,2,0
32,11,0,1,0,2,114.112.177.87,1,0,0,8,15,0,2,0
9,8,0,1,1,2,164.85.138.102,1,0,0,8,1,0,2,0
41,14,1,1,2,1,245.129.85.155,1,0,0,2,16,0,0,0
60,0,6,0,5,12,116.216.129.122,2,0,1,6,3,0,3,1
91,4,1,0,7,13,131.24.96.218,1,1,1,5,4,0,3,1
5,9,0,1,2,2,181.226.255.252,0,2,0,8,8,0,2,0
98,22,1,0,3,10,178.7.110.34,2,1,1,3,9,0,3,1
19,8,5,0,0,5,251.108.232.70,1,0,0,10,7,0,2,0
47,11,2,0,1,2,31.126.82.144,2,1,0,12,20,1,2,0
83,18,2,1,1,2,164.201.47.158,2,0,0,3,21,1,1,0
35,16,5,1,1,3,211.255.146.48,2,1,0,9,2,0,0,0
23,11,0,1,0,1,147.38.144.234,0,1,0,6,12,0,2,0
39,14,2,1,1,1,215.180.107.240,1,2,0,2,21,1,0,0
51,9,5,1,2,5,120.231.88.165,0,1,0,4,28,0,2,0
2,20,6,1,1,3,94.157.189.146,2,2,0,8,6,0,1,0
95,15,5,1,1,4,73.116.234.64,2,1,0,4,14,0,0,0
59,13,4,1,2,1,61.25.244.9,2,2,0,5,21,0,0,0
71,11,5,1,1,5,210.114.132.171,0,1,0,3,3,0,2,0
83,14,4,1,2,3,231.193.252.155,2,0,0,1,15,0,0,0
13,19,5,1,0,5,64.75.238.236,2,0,0,3,31,0,1,0
72,15,2,1,0,5,48.32.35.247,0,0,0,11,8,1,0,0
67,11,1,1,1,1,83.215.176.66,0,2,0,10,27,0,2,0
69,10,5,1,1,1,130.221.31.141,1,1,0,4,7,0,2,0
38,9,3,1,0,1,150.64.118.154,0,2,0,3,15,1,2,0
54,15,4,1,1,4,106.192.11.176,1,1,0,6,4,0,0,0
62,10,3,1,2,2,99.244.54.5,2,2,0,3,8,1,2,0
4,12,1,1,0,5,234.164.22.94,1,2,0,10,20,0,0,0
81,16,0,1,1,3,28.166.31.97,1,0,0,1,30,0,0,0
36,18,1,1,0,5,45.97.178.183,0,2,0,11,17,0,1,0
23,20,3,1,1,2,10.139.111.151,2,2,0,10,19,1,1,0
31,8,1,0,2,2,252.62.75.115,2,1,0,5,25,0,2,0
78,13,4,1,2,3,88.210.67.245,2,2,0,9,4,0,0,0
29,17,4,1,1,1,49.4.33.246,0,0,0,6,4,0,1,0
11,15,1,1,2,4,236.73.82.216,2,2,0,10,20,0,0,0
92,16,1,1,1,2,128.127.17.75,1,2,0,6,29,0,0,0
54,14,2,1,2,3,254.123.142.180,0,1,0,7,25,1,0,0
57,17,5,1,2,5,164.137.11.188,0,1,0,9,9,0,1,0
72,14,1,1,0,1,133.240.164.199,1,1,0,10,13,0,0,0
40,15,3,1,0,3,14.204.158.241,0,2,0,10,19,1,0,0
16,13,5,1,1,2,36.156.155.228,0,0,0,2,24,0,0,0
1,17,3,1,0,1,125.110.49.207,0,1,0,2,8,1,1,0
95,17,4,1,2,4,229.66.184.130,2,1,0,12,4,0,1,0
11,19,1,1,2,2,45.158.251.170,2,2,0,7,6,0,1,0
22,12,1,0,0,2,16.44.164.118,1,1,0,2,23,0,0,0
34,20,0,1,0,3,37.81.16.102,2,1,0,7,3,0,1,0
61,19,4,1,0,5,156.26.12.171,1,2,0,4,23,0,1,0
6,16,0,0,1,3,53.150.140.197,2,2,0,12,26,0,0,0
74,10,1,1,0,3,8.93.219.109,0,1,0,10,6,0,2,0
37,13,0,1,0,1,57.94.172.31,0,2,0,8,15,0,0,0
13,9,4,1,2,4,160.150.58.125,0,1,0,9,4,0,2,0
87,15,4,1,0,4,169.68.196.221,1,2,0,6,4,0,0,0
4,15,3,1,0,1,77.84.85.129,2,2,0,6,28,1,0,0
45,10,5,1,1,2,215.62.118.173,2,1,0,12,16,0,2,0
24,11,4,1,1,3,80.211.177.255,2,0,0,10,16,0,2,0
71,20,2,1,2,5,78.196.117.160,1,1,0,10,11,1,1,0
14,12,2,1,1,3,131.5.135.211,2,0,0,8,30,1,0,0
29,19,3,1,0,3,224.49.47.26,1,0,0,6,28,1,1,0
71,2,2,1,5,7,97.155.187.145,1,1,1,8,16,1,3,1
57,14,5,1,0,5,32.28.173.98,2,1,0,10,21,0,0,0
89,10,2,1,2,3,7.232.17.244,1,2,0,10,4,1,2,0
71,4,6,0,5,20,205.160.151.58,1,1,1,5,6,0,3,1
53,13,6,1,2,3,91.161.187.221,2,0,0,10,8,0,0,0
52,9,2,1,2,5,17.83.59.246,0,1,0,7,4,1,2,0
88,8,2,1,2,2,95.176.193.251,0,2,0,1,17,1,2,0
1,18,2,1,0,2,149.136.14.151,1,1,0,7,18,1,1,0
83,16,3,1,0,4,230.115.87.82,1,2,0,11,9,1,0,0
57,16,4,1,1,4,231.48.147.188,1,1,0,6,18,0,0,0
14,4,0,1,5,15,8.149.1.15,1,1,1,9,19,0,3,1
86,14,4,1,2,1,114.30.69.100,2,1,0,11,6,0,0,0
7,2,6,0,6,18,44.182.84.184,2,0,1,12,17,0,3,1
17,20,4,0,1,3,209.164.4.31,1,2,0,10,2,0,1,0
94,9,5,1,0,1,79.66.136.241,0,1,0,1,13,0,2,0
